volatile acidity,total sulfur dioxide,density,sulphates,alcohol,Id,quality
0.57,11.0,0.997,0.68,9.5,727.0,5
0.57,11.0,0.997,0.68,9.5,728.0,5
0.865,58.0,0.995,0.49,12.7,729.0,6
0.55,37.0,0.9982,0.67,9.6,730.0,5
0.875,14.0,0.9994,0.52,11.5,731.0,5
0.835,19.0,0.9966,0.47,9.6,732.0,5
0.45,72.0,0.998,0.6,9.5,733.0,5
0.56,39.0,0.9987,0.62,9.3,734.0,5
0.965,22.0,0.9963,0.5,9.5,736.0,5
0.59,58.0,1.0002,0.65,9.3,737.0,6
0.69,38.0,0.999,0.6,9.3,739.0,5
0.76,16.0,0.9965,0.68,11.5,740.0,6
0.53,139.0,0.99788,0.57,9.5,741.0,5
0.39,101.0,1.0001,0.51,9.5,744.0,5
0.51,28.0,0.99768,0.73,9.5,745.0,6
0.34,57.0,0.9978,0.47,9.0,746.0,6
0.5,31.0,0.99761,0.72,9.6,748.0,6
0.51,28.0,0.99768,0.73,9.5,749.0,6
0.65,40.0,0.99803,0.55,9.5,750.0,5
0.54,66.0,0.99785,0.61,9.4,752.0,5
0.65,40.0,0.99803,0.55,9.5,753.0,5
0.48,32.0,0.99656,1.06,9.1,754.0,6
0.91,47.0,0.99525,0.43,10.7,755.0,6
0.98,33.0,0.99488,0.46,11.2,756.0,6
0.87,31.0,0.99656,0.5,9.8,757.0,5
0.87,31.0,0.99656,0.5,9.8,758.0,5
0.42,88.0,0.99823,0.52,9.2,759.0,5
0.58,104.0,0.99779,0.57,9.7,760.0,5
0.655,35.0,0.99738,0.42,9.6,761.0,5
0.7,19.0,0.99701,0.53,10.0,762.0,6
0.68,44.0,0.99888,0.55,9.5,764.0,6
0.67,48.0,0.99888,0.54,9.5,765.0,6
0.59,74.0,0.99738,0.54,9.4,766.0,5
0.59,94.0,0.99744,0.53,9.7,768.0,6
0.72,32.0,0.99668,0.54,9.6,769.0,5
0.59,94.0,0.99744,0.53,9.7,770.0,6
0.685,143.0,0.9978,0.55,9.4,771.0,5
0.57,144.0,0.99782,0.55,9.4,772.0,5
0.4,44.0,0.9973,0.92,9.5,773.0,6
1.0,16.0,0.99586,0.46,10.0,775.0,5
0.635,18.0,0.9961,0.59,10.3,777.0,6
0.43,34.0,0.99788,0.61,10.5,778.0,5
0.52,92.0,0.99745,0.6,9.8,779.0,5
0.57,45.0,0.99676,0.6,9.4,780.0,6
0.46,37.0,0.99732,0.65,9.8,781.0,5
0.59,85.0,0.99746,0.59,9.8,784.0,5
0.35,61.0,0.9982,0.5,9.5,785.0,5
0.56,58.0,0.9991,0.56,10.1,787.0,6
0.56,58.0,0.9991,0.56,10.1,788.0,6
0.63,119.0,0.998,0.52,9.3,789.0,5
0.37,82.0,0.99708,0.68,9.7,790.0,6
0.64,130.0,0.99818,0.54,9.6,791.0,5
0.61,87.0,0.99745,0.6,9.7,792.0,6
0.6,13.0,0.99639,0.56,10.8,793.0,5
0.27,26.0,0.99531,0.53,12.5,794.0,6
0.89,60.0,0.99786,1.18,10.2,795.0,5
0.46,64.0,0.99746,0.74,9.6,796.0,5
0.37,42.0,0.99526,0.81,10.8,797.0,7
0.5,14.0,0.9987,0.52,10.7,799.0,6
0.55,17.0,0.99735,0.44,10.0,801.0,5
0.585,86.0,0.99264,0.94,12.9,802.0,7
0.56,46.0,0.9971,0.66,9.6,803.0,6
0.52,18.0,0.99682,0.57,9.9,804.0,6
0.25,10.0,0.99386,0.71,12.5,806.0,7
0.53,12.0,0.99702,0.86,9.2,808.0,5
0.48,15.0,0.99693,0.55,10.3,809.0,6
0.49,14.0,0.99562,0.47,10.5,810.0,5
0.5,24.0,1.00012,0.68,10.9,811.0,6
0.39,7.0,0.99462,0.58,11.4,813.0,4
0.41,41.0,0.99939,0.76,11.3,814.0,6
0.66,59.0,0.99976,0.54,9.6,819.0,5
0.685,22.0,0.99606,0.6,9.7,820.0,5
0.42,42.0,0.99154,0.74,14.0,821.0,7
0.54,36.0,0.9973,0.64,9.8,823.0,5
0.48,16.0,0.99682,0.53,10.3,824.0,5
0.27,8.0,0.9951,0.64,11.0,826.0,7
0.46,37.0,0.99624,0.49,10.7,827.0,5
0.685,9.0,0.99632,0.55,10.9,830.0,4
0.61,24.0,0.99376,0.77,11.1,831.0,6
0.47,51.0,0.99836,0.86,9.9,833.0,4
0.28,100.0,0.99064,0.39,11.7,836.0,7
0.28,100.0,0.99064,0.39,11.7,837.0,7
0.31,28.0,0.99672,0.83,11.2,838.0,7
0.66,31.0,0.99629,0.63,10.3,841.0,5
0.5,68.0,0.99708,0.72,10.9,842.0,6
0.685,92.0,0.9963,0.62,9.4,843.0,5
0.64,31.0,0.99689,0.66,9.8,846.0,5
0.68,39.0,0.9977,0.7,9.9,847.0,6
0.64,31.0,0.99689,0.66,9.8,848.0,5
0.43,22.0,0.99708,0.55,9.5,850.0,5
0.43,22.0,0.99708,0.55,9.5,851.0,5
0.36,55.0,0.99652,0.73,10.9,853.0,6
0.36,55.0,0.99652,0.73,10.9,854.0,6
0.36,55.0,0.99652,0.73,10.9,856.0,6
0.26,47.0,0.99594,0.78,11.3,857.0,7
0.28,32.0,0.99686,0.67,10.6,858.0,7
0.62,85.0,0.99746,0.54,9.5,860.0,5
0.42,25.0,0.99628,0.44,10.4,862.0,5
0.62,84.0,0.99746,0.53,9.7,863.0,5
0.635,86.0,0.99748,0.54,9.7,865.0,5
0.56,46.0,0.99522,0.57,10.6,871.0,5
0.35,48.0,0.99576,0.54,10.0,872.0,4
0.31,16.0,0.99614,0.79,11.8,875.0,7
0.715,43.0,0.99371,0.57,11.8,877.0,6
0.715,35.0,0.99533,0.65,11.4,881.0,6
0.31,26.0,0.99536,0.78,12.0,882.0,6
0.61,69.0,0.99787,0.5,10.0,884.0,6
0.75,30.0,0.99824,0.64,10.5,885.0,5
0.8,28.0,0.99836,0.65,10.4,886.0,6
0.57,64.0,0.99491,0.56,11.2,888.0,6
0.9,99.0,1.00289,0.68,9.3,889.0,5
0.66,86.0,0.99743,0.57,9.7,891.0,5
0.45,18.0,0.99774,0.65,9.3,892.0,6
0.66,86.0,0.99743,0.57,9.7,893.0,5
0.63,88.0,0.99745,0.58,9.8,894.0,6
0.59,43.0,0.9955,0.58,10.7,895.0,6
0.31,43.0,0.99444,0.77,12.5,896.0,7
0.59,43.0,0.9955,0.58,10.7,897.0,6
0.31,43.0,0.99444,0.77,12.5,898.0,7
0.31,39.0,0.99562,0.69,11.8,900.0,5
0.635,33.0,0.99736,0.69,10.8,901.0,7
0.635,33.0,0.99736,0.69,10.8,902.0,7
0.59,18.0,0.9962,0.59,10.8,904.0,7
0.54,78.0,0.9964,0.71,11.0,906.0,5
0.56,9.0,0.9948,0.54,11.5,907.0,6
0.52,61.0,0.99528,0.59,10.8,908.0,6
0.38,11.0,0.99577,0.57,13.2,910.0,6
0.28,9.0,0.99901,0.6,10.9,911.0,6
0.46,8.0,0.99674,0.62,12.2,912.0,6
0.315,6.0,0.99512,0.67,11.9,915.0,6
0.715,62.0,0.99395,0.61,11.0,916.0,5
0.41,45.0,0.99824,0.64,10.1,917.0,6
0.36,79.0,0.9964,0.72,11.0,918.0,6
0.62,46.0,0.99504,0.89,11.8,919.0,6
0.41,23.0,0.99786,0.56,10.5,920.0,5
0.62,46.0,0.99504,0.89,11.8,922.0,6
0.47,28.0,0.99516,0.8,11.2,924.0,5
0.22,77.0,0.99604,0.87,11.0,925.0,7
0.24,73.0,0.99786,0.9,10.2,926.0,6
0.67,75.0,0.99736,0.59,9.2,927.0,4
0.47,28.0,0.99516,0.8,11.2,928.0,5
0.33,19.0,0.99468,0.73,12.0,929.0,7
0.61,38.0,0.99748,0.65,9.8,931.0,5
0.4,66.0,0.9971,0.59,9.5,932.0,6
0.61,25.0,0.99746,0.73,10.5,934.0,5
0.3,72.0,0.99543,0.72,11.8,936.0,6
0.46,11.0,0.99425,0.54,11.4,939.0,5
0.27,17.0,0.99484,0.52,12.5,941.0,7
0.43,52.0,0.99834,0.64,10.0,942.0,7
0.3,24.0,0.99498,0.64,12.1,944.0,7
0.44,24.0,0.99745,0.99,12.0,946.0,7
0.28,12.0,0.99408,0.62,12.4,947.0,7
0.12,21.0,0.99552,0.76,11.9,949.0,7
0.12,21.0,0.99552,0.76,11.9,950.0,7
0.28,12.0,0.99408,0.62,12.4,951.0,7
0.31,10.0,0.99536,0.68,11.2,952.0,7
0.34,9.0,0.99458,0.69,12.1,953.0,7
0.21,23.0,0.99648,0.67,10.4,955.0,5
0.36,10.0,0.99568,0.62,11.3,956.0,6
0.57,36.0,0.99519,0.71,11.3,958.0,7
0.47,38.0,0.99518,0.85,11.1,960.0,6
0.56,18.0,0.99592,0.62,9.3,961.0,5
0.57,16.0,0.99654,0.69,9.5,962.0,5
0.47,38.0,0.99518,0.85,11.1,964.0,6
0.66,113.0,0.99733,0.48,9.2,967.0,5
0.4,46.0,0.9943,0.6,12.2,968.0,6
0.26,10.0,0.99724,0.87,10.9,971.0,6
0.33,13.0,0.99658,0.62,12.1,974.0,7
0.41,72.0,0.997,0.52,9.4,975.0,5
0.59,119.0,0.99801,0.5,9.1,977.0,5
0.4,29.0,0.99416,0.49,11.3,978.0,7
0.5,17.0,0.99774,0.71,10.5,980.0,6
0.86,28.0,0.99712,0.62,10.0,981.0,5
0.52,70.0,0.99418,0.82,12.9,982.0,6
0.5,17.0,0.99774,0.71,10.5,983.0,6
0.58,11.0,0.99562,0.58,11.3,985.0,6
0.36,70.0,0.99693,0.5,9.4,987.0,5
0.39,27.0,0.99596,0.49,9.4,988.0,5
0.295,21.0,0.99556,0.51,10.9,989.0,6
0.39,27.0,0.99596,0.49,9.4,990.0,5
0.34,68.0,0.99694,0.48,9.4,991.0,5
0.34,68.0,0.99694,0.48,9.4,993.0,5
0.6,41.0,0.99697,0.62,10.1,995.0,6
0.84,10.0,0.99554,0.48,9.1,998.0,6
0.69,12.0,0.99162,0.53,12.9,999.0,6
0.43,12.0,0.99495,0.72,11.5,1000.0,7
0.43,45.0,0.99603,0.54,10.3,1004.0,5
0.36,8.0,0.9928,0.55,12.8,1005.0,7
0.29,27.0,0.99516,0.84,11.7,1006.0,7
0.3,25.0,0.99516,0.84,11.7,1007.0,7
0.35,24.0,0.99549,0.7,12.0,1008.0,7
0.28,12.0,0.99354,0.55,12.3,1010.0,7
0.32,19.0,0.9957,0.55,10.4,1011.0,6
1.005,32.0,0.99604,0.48,10.0,1012.0,5
0.71,31.0,0.99635,0.58,10.0,1013.0,6
0.58,7.0,0.99454,0.58,11.2,1014.0,6
0.38,28.0,0.99486,0.75,12.6,1016.0,7
0.18,109.0,0.99007,0.44,12.7,1018.0,6
0.5,23.0,0.99636,0.61,10.4,1019.0,5
0.36,8.0,0.99642,0.53,11.9,1020.0,6
0.36,8.0,0.99642,0.53,11.9,1021.0,6
0.51,9.0,0.99584,0.54,10.5,1022.0,5
0.32,9.0,0.99506,0.55,12.3,1023.0,6
0.58,18.0,0.99568,0.56,10.5,1024.0,7
0.83,43.0,0.99822,0.6,10.4,1025.0,6
0.31,36.0,0.99364,0.56,12.6,1026.0,6
0.795,52.0,0.99378,0.52,11.6,1027.0,5
0.58,18.0,0.99568,0.56,10.5,1029.0,7
0.82,14.0,0.99854,0.53,9.6,1032.0,5
0.745,48.0,0.99739,0.47,9.7,1034.0,6
0.37,17.0,0.99683,0.65,10.6,1035.0,7
0.31,35.0,0.99356,0.59,12.5,1036.0,7
0.41,42.0,0.9953,0.77,12.6,1038.0,7
0.5,39.0,0.99692,0.83,11.1,1039.0,6
0.49,26.0,0.99547,0.64,9.8,1041.0,6
0.39,53.0,0.99294,0.62,12.2,1044.0,6
0.44,38.0,0.99438,0.58,11.4,1045.0,6
0.78,45.0,0.99612,0.62,10.7,1046.0,6
0.43,51.0,0.99634,0.64,10.4,1047.0,5
0.49,14.0,0.99702,0.78,10.9,1048.0,6
0.5,17.0,0.99704,0.77,10.8,1049.0,6
0.46,45.0,0.99702,1.34,9.2,1051.0,5
0.605,25.0,0.99258,0.55,12.9,1052.0,5
0.33,20.0,0.99426,0.77,12.7,1053.0,7
0.64,77.0,0.99747,0.62,9.1,1055.0,6
0.48,10.0,0.99586,0.59,12.1,1056.0,7
0.42,90.0,0.99784,0.57,9.1,1057.0,5
0.53,52.0,0.9971,0.76,11.6,1058.0,7
0.48,10.0,0.99586,0.59,12.1,1059.0,7
0.23,8.0,0.9981,0.7,9.9,1060.0,6
0.4,16.0,0.99462,0.69,12.5,1061.0,8
0.38,15.0,0.9956,0.64,11.4,1062.0,6
0.29,17.0,0.99565,0.63,11.8,1063.0,6
0.74,10.0,0.99418,0.57,11.8,1064.0,6
0.61,20.0,0.9963,0.6,10.2,1065.0,6
0.52,26.0,0.99358,0.72,12.5,1066.0,7
0.31,10.0,0.99572,0.83,10.9,1067.0,7
0.62,52.0,0.997,0.62,10.8,1069.0,5
0.33,37.0,0.99498,0.89,11.1,1070.0,7
0.77,92.0,0.99892,0.58,9.2,1071.0,5
0.62,37.0,0.9972,0.58,10.7,1073.0,6
0.32,8.0,0.99534,0.73,11.4,1076.0,6
0.37,8.0,0.99817,0.58,11.0,1078.0,5
0.3,278.0,0.99316,0.51,12.3,1079.0,7
0.3,289.0,0.99316,0.51,12.3,1081.0,7
0.38,70.0,0.99685,0.59,9.5,1082.0,6
0.42,59.0,0.99617,0.77,12.0,1083.0,6
0.48,64.0,0.99529,0.49,9.6,1085.0,5
0.34,9.0,0.99738,0.66,11.6,1086.0,7
0.19,30.0,0.994,0.69,11.2,1087.0,6
0.41,41.0,0.99735,0.76,9.9,1088.0,7
0.41,41.0,0.99735,0.76,9.9,1089.0,7
0.26,74.0,0.99451,0.63,11.8,1090.0,8
0.34,19.0,0.99546,0.6,11.4,1091.0,6
0.54,16.0,0.99479,0.59,11.5,1092.0,6
0.31,31.0,0.99615,0.86,12.0,1093.0,7
0.725,17.0,0.99655,0.49,10.8,1094.0,6
0.725,17.0,0.99655,0.49,10.8,1096.0,6
0.52,18.0,0.99666,0.52,9.4,1099.0,5
0.34,36.0,0.99392,0.78,12.4,1100.0,6
0.49,25.0,0.99388,0.63,12.0,1101.0,6
0.49,25.0,0.99388,0.63,12.0,1103.0,6
0.48,25.0,0.9936,0.66,12.4,1104.0,6
0.57,49.0,0.99374,0.6,12.8,1105.0,5
0.3,24.0,0.99523,0.85,11.7,1107.0,7
0.78,13.0,0.99855,0.49,9.5,1108.0,5
0.47,66.0,0.9982,0.76,10.8,1109.0,6
0.53,14.0,0.99593,0.64,10.0,1110.0,6
0.42,55.0,0.99471,0.64,12.3,1111.0,7
0.33,35.0,0.99396,0.71,11.0,1112.0,6
0.4,80.0,0.9902,0.66,13.6,1114.0,6
0.69,21.0,0.99572,0.6,11.3,1115.0,6
0.69,21.0,0.99572,0.6,11.3,1116.0,6
0.69,21.0,0.99572,0.6,11.3,1117.0,6
0.39,24.0,0.99252,0.53,13.3,1118.0,6
0.66,15.0,0.99256,0.58,12.9,1119.0,5
0.54,17.0,0.99235,0.72,13.1,1120.0,8
0.47,33.0,0.9922,0.48,12.3,1122.0,6
0.24,27.0,0.99394,0.59,11.3,1125.0,7
0.76,52.0,0.99379,0.6,11.5,1127.0,6
0.43,89.0,0.9984,0.68,10.0,1128.0,5
0.6,10.0,0.9977,0.63,10.4,1130.0,6
0.36,38.0,0.9933,0.88,13.6,1132.0,7
0.48,18.0,0.99684,0.68,11.2,1133.0,7
0.28,15.0,0.99524,0.74,11.8,1134.0,7
0.25,50.0,0.9946,0.6,11.9,1135.0,6
0.52,13.0,0.99774,0.76,11.4,1136.0,6
0.41,94.0,0.99786,0.58,9.1,1138.0,5
0.51,86.0,0.99764,0.64,9.5,1139.0,6
0.4,79.0,0.9969,0.65,9.5,1140.0,6
0.38,71.0,0.99624,0.85,11.0,1141.0,6
0.45,12.0,0.99354,0.65,11.4,1142.0,6
0.22,20.0,0.99672,0.82,10.0,1143.0,6
0.32,70.0,0.99588,0.62,10.1,1144.0,5
0.2,51.0,0.99672,0.81,10.4,1145.0,6
0.5,21.0,0.996,0.87,9.8,1146.0,6
0.41,14.0,0.99702,0.49,11.8,1147.0,7
0.39,21.0,0.99526,0.66,11.6,1148.0,6
0.35,11.0,0.99585,0.52,12.0,1149.0,6
0.58,70.0,0.99352,0.65,12.5,1151.0,6
0.6,38.0,0.99616,0.53,9.8,1152.0,5
0.42,38.0,0.99622,0.66,11.1,1153.0,6
0.6,38.0,0.99616,0.53,9.8,1155.0,5
0.18,88.0,0.99524,0.76,11.8,1156.0,7
0.51,101.0,0.9924,0.87,12.9,1157.0,7
0.32,19.0,0.99434,0.71,11.8,1162.0,7
0.785,21.0,0.99692,0.67,10.0,1164.0,5
0.33,48.0,0.99528,0.88,12.4,1167.0,7
0.34,44.0,0.99384,0.56,12.0,1168.0,6
0.5,14.0,0.99502,0.62,11.5,1169.0,6
0.36,12.0,0.99667,0.67,10.5,1170.0,6
0.42,16.0,0.99649,0.74,12.3,1172.0,6
0.36,65.0,0.99716,0.62,9.5,1173.0,6
0.36,65.0,0.99716,0.62,9.5,1174.0,6
0.61,59.0,0.99541,0.7,11.5,1175.0,6
0.88,47.0,0.99572,0.5,11.2,1176.0,4
0.915,78.0,0.99346,0.73,11.4,1178.0,5
0.35,47.0,0.99599,0.81,11.0,1179.0,6
0.39,11.0,0.99478,0.46,11.4,1181.0,5
0.66,61.0,0.99572,0.6,9.3,1183.0,5
0.64,119.0,0.99538,0.7,10.9,1184.0,5
0.64,119.0,0.99538,0.7,10.9,1188.0,5
0.955,19.0,0.99616,0.44,9.6,1189.0,4
0.4,20.0,0.99652,0.57,12.5,1190.0,6
0.885,12.0,0.99551,0.51,10.8,1191.0,5
0.25,41.0,0.99439,0.8,12.4,1192.0,7
0.745,64.0,0.99588,0.59,9.5,1194.0,6
0.43,56.0,0.99633,0.6,9.5,1195.0,6
0.57,9.0,0.99458,0.54,9.8,1197.0,6
0.26,77.0,0.9951,0.79,10.9,1198.0,6
0.58,94.0,0.99686,0.58,9.5,1199.0,6
0.57,9.0,0.99458,0.54,9.8,1200.0,6
0.34,10.0,0.99419,0.54,11.2,1201.0,7
0.42,12.0,0.99516,0.69,11.7,1202.0,8
0.74,76.0,0.99878,0.55,9.4,1203.0,5
0.36,44.0,0.99534,0.85,11.0,1204.0,7
0.36,44.0,0.99534,0.85,11.0,1206.0,7
0.72,52.0,0.99752,0.94,10.0,1207.0,5
0.36,44.0,0.99534,0.85,11.0,1208.0,7
0.39,24.0,0.99428,0.87,11.2,1209.0,7
0.65,15.0,0.99498,0.62,10.4,1210.0,6
0.65,15.0,0.99498,0.62,10.4,1212.0,6
0.33,9.0,0.99628,0.48,10.4,1214.0,6
0.57,79.0,0.99677,0.69,9.5,1216.0,6
0.39,50.0,0.99478,0.83,10.9,1219.0,6
0.32,44.0,0.99734,0.77,11.5,1220.0,6
0.32,44.0,0.99734,0.77,11.5,1221.0,6
0.39,20.0,0.9992,0.82,10.3,1224.0,6
0.46,77.0,0.99922,0.51,9.4,1225.0,5
0.58,46.0,0.99592,0.47,9.2,1226.0,5
0.58,21.0,0.99769,0.72,9.6,1227.0,5
0.42,88.0,0.99157,0.73,13.6,1228.0,7
0.43,66.0,0.99718,0.64,9.5,1229.0,5
0.18,58.0,0.9947,0.78,11.8,1230.0,6
0.815,90.0,0.99621,0.62,10.8,1231.0,5
0.43,66.0,0.99718,0.64,9.5,1232.0,5
0.75,18.0,0.99242,0.4,12.8,1234.0,6
0.55,17.0,0.99659,0.64,9.4,1236.0,6
0.75,18.0,0.99242,0.4,12.8,1237.0,6
0.73,24.0,0.99798,0.46,9.6,1238.0,4
0.67,20.0,0.99488,0.56,11.8,1239.0,4
0.61,60.0,0.99494,0.4,9.3,1240.0,5
0.56,86.0,0.9983,0.62,9.5,1243.0,5
0.55,34.0,0.99655,0.68,10.5,1245.0,5
0.74,48.0,0.99502,0.48,10.0,1246.0,5
0.6,37.0,0.99514,0.61,10.9,1250.0,6
0.58,60.0,0.9963,0.59,9.8,1251.0,5
0.72,14.0,0.99627,0.58,9.8,1252.0,5
0.66,13.0,0.99569,0.58,9.5,1253.0,5
0.7,35.0,0.99628,0.69,10.9,1254.0,5
0.59,60.0,0.99499,0.42,9.2,1256.0,5
0.58,69.0,0.99633,0.7,11.0,1257.0,6
0.64,33.0,0.99538,0.63,11.3,1258.0,6
0.635,56.0,0.99632,1.15,9.3,1260.0,5
1.02,24.0,0.99437,0.55,11.2,1261.0,4
0.45,66.0,0.99726,0.58,9.8,1262.0,5
0.37,51.0,0.99456,0.72,11.8,1264.0,6
0.57,36.0,0.99564,0.6,10.3,1265.0,6
0.57,36.0,0.99564,0.6,10.3,1266.0,6
0.43,19.0,0.996,0.87,11.4,1267.0,6
0.41,51.0,0.99668,0.55,9.5,1268.0,6
0.38,60.0,0.99084,0.75,14.0,1270.0,6
0.44,64.0,0.9935,0.57,11.7,1271.0,6
0.46,44.0,0.99385,0.53,11.2,1272.0,5
0.58,44.0,0.99494,0.43,9.3,1273.0,5
0.58,36.0,0.9944,0.53,11.2,1274.0,6
0.715,81.0,0.99688,0.54,9.5,1275.0,6
0.4,10.0,0.99566,0.56,12.0,1276.0,4
0.69,10.0,0.99636,0.6,9.7,1277.0,6
0.715,81.0,0.99688,0.54,9.5,1278.0,6
0.3,9.0,0.9948,0.57,11.5,1279.0,7
0.46,54.0,0.9956,0.64,10.4,1280.0,6
0.46,54.0,0.9956,0.64,10.4,1281.0,6
0.765,22.0,0.99619,0.68,10.9,1282.0,6
0.63,69.0,0.99734,0.63,10.2,1283.0,6
0.42,36.0,0.99476,0.56,10.9,1284.0,5
0.37,47.0,0.99734,0.57,10.5,1285.0,5
0.6,110.0,0.99914,1.17,10.2,1288.0,5
0.6,110.0,0.99914,1.17,10.2,1289.0,5
0.74,12.0,0.99521,0.59,11.0,1290.0,5
0.635,60.0,0.99638,0.75,10.9,1291.0,6
0.395,28.0,0.99362,0.67,12.4,1292.0,6
0.63,77.5,0.99558,0.45,9.5,1296.0,5
0.53,29.0,0.99323,0.61,12.1,1297.0,6
0.6,18.0,0.99191,0.56,12.2,1298.0,6
1.58,9.0,0.99476,0.4,10.9,1299.0,3
0.645,28.0,0.99444,0.61,12.5,1300.0,6
0.86,57.0,0.99598,0.74,11.7,1301.0,6
0.37,15.0,0.99576,0.8,11.2,1302.0,6
0.79,68.0,0.9955,0.44,9.2,1304.0,5
0.61,88.0,0.99612,0.53,9.8,1305.0,5
0.69,91.0,0.9979,0.62,10.1,1306.0,5
0.62,63.0,0.996,0.61,9.2,1309.0,5
0.51,27.0,0.9929,0.59,12.8,1311.0,6
1.18,41.0,0.99532,0.47,10.5,1312.0,5
0.63,91.0,0.99616,0.58,9.8,1315.0,6
0.74,46.0,0.99258,0.59,12.5,1316.0,6
0.76,64.0,0.99652,1.33,9.1,1319.0,6
0.74,46.0,0.99258,0.59,12.5,1321.0,6
0.34,18.0,0.99392,0.55,11.4,1322.0,5
0.46,34.0,0.9948,0.6,10.6,1324.0,6
0.46,34.0,0.9948,0.6,10.6,1325.0,6
0.46,34.0,0.9948,0.6,10.6,1326.0,6
0.46,34.0,0.9948,0.6,10.6,1327.0,6
0.52,38.0,0.9955,0.52,9.3,1328.0,5
0.6,91.0,0.99616,0.56,9.8,1329.0,6
0.6,91.0,0.99616,0.56,9.8,1330.0,6
0.87,67.0,0.99668,0.46,9.2,1331.0,5
0.39,25.0,0.99581,0.43,9.7,1332.0,6
0.775,48.0,0.9976,0.51,9.6,1333.0,5
0.835,11.0,0.99608,0.52,10.0,1334.0,5
0.58,40.0,0.99387,0.66,12.6,1335.0,6
0.5,26.0,0.99448,0.45,9.5,1336.0,5
0.5,26.0,0.99448,0.45,9.5,1337.0,5
0.5,26.0,0.99448,0.45,9.5,1338.0,5
0.51,31.0,0.99538,0.54,10.5,1339.0,6
0.51,31.0,0.99538,0.54,10.5,1340.0,6
0.51,31.0,0.99538,0.54,10.5,1341.0,6
0.51,31.0,0.99538,0.54,10.5,1343.0,6
0.42,20.0,0.99852,0.53,11.0,1344.0,5
0.44,28.0,0.99613,0.53,10.2,1345.0,6
0.59,13.0,0.99472,0.56,11.4,1346.0,5
0.655,12.0,0.99587,0.39,9.5,1347.0,5
0.62,46.0,0.99332,0.51,11.8,1351.0,6
0.645,57.0,0.9969,0.46,10.3,1353.0,5
0.32,32.0,0.99464,0.44,10.1,1355.0,5
0.34,28.0,0.99464,0.44,10.1,1356.0,5
0.43,67.0,0.99648,0.59,11.1,1357.0,6
0.64,98.0,0.99736,0.5,9.5,1358.0,5
0.475,28.0,0.99704,0.65,10.03333333,1359.0,6
0.85,54.0,0.99724,0.54,10.1,1361.0,5
0.475,28.0,0.99704,0.65,10.03333333,1362.0,6
0.605,31.0,0.995,0.53,11.8,1364.0,6
0.74,45.0,0.99576,0.5,9.8,1366.0,5
0.54,105.0,0.99725,1.18,10.5,1367.0,6
0.77,74.0,0.99656,0.5,9.8,1368.0,6
0.78,66.0,0.99623,1.17,9.2,1370.0,5
0.58,14.0,0.99476,1.03,11.6,1371.0,6
0.78,66.0,0.99623,1.17,9.2,1372.0,5
0.885,31.0,0.9946,0.46,10.0,1376.0,5
0.45,28.0,0.99609,0.51,9.9,1378.0,6
0.57,35.0,0.99557,0.62,10.8,1379.0,6
0.57,35.0,0.99557,0.62,10.8,1380.0,6
0.6,105.0,0.99613,0.49,9.9,1382.0,5
0.6,105.0,0.99613,0.49,9.9,1383.0,5
0.755,84.0,0.99593,0.5,9.5,1384.0,5
0.81,85.0,0.99668,0.42,9.2,1385.0,5
0.64,23.0,0.9961,0.58,9.6,1386.0,5
0.64,49.0,0.99718,0.68,10.3,1388.0,5
0.49,33.0,0.99292,0.59,12.5,1390.0,6
0.64,33.0,0.99612,0.58,11.0,1391.0,5
0.62,12.0,0.9942,0.48,9.8,1392.0,5
0.52,59.0,0.99612,0.48,10.2,1393.0,5
0.685,12.0,0.99745,0.65,9.55,1395.0,6
0.675,11.0,0.99745,0.65,9.55,1396.0,5
0.59,104.0,0.99584,0.52,9.9,1397.0,5
0.67,24.0,0.9956,0.72,11.1,1399.0,6
0.69,141.0,0.9962,0.51,9.9,1400.0,5
0.3,24.0,0.9963,0.82,11.9,1402.0,6
0.33,13.0,0.996,1.1,10.0,1403.0,8
0.5,46.0,0.9985,0.62,10.7,1404.0,6
0.24,22.0,0.9974,0.94,10.9,1406.0,6
0.51,54.0,0.995,0.93,10.7,1407.0,6
0.29,53.0,0.995,1.01,12.4,1408.0,7
0.51,54.0,0.995,0.93,10.7,1409.0,6
0.96,16.0,0.9936,0.44,11.9,1410.0,6
0.47,19.0,0.9963,0.73,10.6,1411.0,6
0.24,22.0,0.9974,0.94,10.9,1412.0,6
0.57,89.0,0.9963,0.9,10.1,1413.0,5
0.32,15.0,0.9994,0.78,9.6,1414.0,5
0.58,18.0,0.9966,0.84,9.4,1415.0,5
0.32,15.0,0.9994,0.78,9.6,1416.0,5
0.34,37.0,0.9952,0.77,12.1,1417.0,7
0.53,19.0,0.995,0.46,9.8,1418.0,5
0.64,133.0,0.9956,0.45,9.9,1419.0,5
0.53,19.0,0.995,0.46,9.8,1420.0,5
0.4,58.0,0.9965,0.58,9.4,1421.0,5
0.54,55.0,0.9956,0.84,11.4,1422.0,6
0.53,31.0,0.9968,0.67,11.0,1423.0,4
0.41,23.0,0.9957,0.58,11.2,1427.0,5
0.64,55.0,0.9962,0.63,11.0,1428.0,5
0.18,67.0,0.996,0.93,11.3,1429.0,5
0.41,47.0,0.9956,0.62,10.4,1430.0,5
0.43,74.0,0.9958,0.54,9.9,1431.0,6
0.4,25.0,0.9955,0.74,10.1,1433.0,7
